ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
73,1.73012,126.174,1,-0.652174,-0.652174,-0.652174,0,0
74,1.75614,126.163,1,-0.631737,-0.631737,-0.631737,0,0
75,1.78227,125.605,1,-0.706349,-0.706349,-0.706349,0,0
76,1.80997,125.588,1,-0.754171,-0.754171,-0.754171,0,0
77,1.83588,125.305,1,-0.600427,-0.600427,-0.600427,0,0
78,1.86293,125.235,1,-0.598004,-0.598004,-0.598004,0,0
79,1.88882,125.187,1,-0.556299,-0.556299,-0.556299,0,0
80,1.91547,124.813,1,-0.638889,-0.638889,-0.638889,0,0
81,1.94314,124.695,1,-0.509831,-0.509831,-0.509831,0,0
82,1.9692,124.686,1,-0.55632,-0.55632,-0.55632,0,0
83,1.99672,124.316,1,-0.551316,-0.551316,-0.551316,0,0
84,2.0226,124.193,1,-0.6875,-0.6875,-0.6875,0,0
85,2.05002,123.942,1,-0.507673,-0.507673,-0.507673,0,0
86,2.07809,123.588,1,-0.570352,-0.570352,-0.570352,0,0
87,2.10491,123.541,1,-0.512137,-0.512137,-0.512137,0,0
88,2.132,123.541,1,-0.512137,-0.512137,-0.512137,0,0
89,2.15879,123.524,1,-0.560241,-0.560241,-0.560241,0,0
90,2.18588,123.476,1,-0.604972,-0.604972,-0.604972,0,0
91,2.21351,123.295,1,-0.545455,-0.545455,-0.545455,0,0
92,2.24049,123.28,1,-0.5,-0.5,-0.5,0,0
93,2.26787,123.276,1,-0.513158,-0.513158,-0.513158,0,0
94,2.29609,122.994,1,-0.544118,-0.544118,-0.544118,0,0
95,2.32323,122.991,1,-0.663793,-0.663793,-0.663793,0,0
96,2.35067,122.937,1,-0.514815,-0.514815,-0.514815,0,0
97,2.37906,122.864,1,-0.518362,-0.518362,-0.518362,0,0
98,2.40591,122.864,1,-0.580508,-0.580508,-0.580508,0,0
99,2.43352,122.83,1,-0.507246,-0.507246,-0.507246,0,0
100,2.46176,122.664,1,-0.576577,-0.576577,-0.576577,0,0
101,2.48871,122.657,1,-0.5,-0.5,-0.5,0,0
102,2.51593,122.451,1,-0.460784,-0.460784,-0.460784,0,0
103,2.54306,122.448,1,-0.552083,-0.552083,-0.552083,0,0
104,2.56986,122.448,1,-0.4375,-0.4375,-0.4375,0,0
105,2.59728,122.448,1,-0.4375,-0.4375,-0.4375,0,0
106,2.62522,122.448,1,-0.5,-0.5,-0.5,0,0
107,2.65232,122.333,1,-0.5,-0.5,-0.5,0,0
108,2.67945,122.333,1,-0.566667,-0.566667,-0.566667,0,0
109,2.70753,122.333,1,-0.5,-0.5,-0.5,0,0
110,2.73654,122.269,1,-0.471429,-0.471429,-0.471429,0,0
111,2.7638,122.075,1,-0.6,-0.6,-0.6,0,0
112,2.79183,122.067,1,-0.766667,-0.766667,-0.766667,0,0
113,2.81987,122.035,1,-0.583333,-0.583333,-0.583333,0,0
114,2.84865,122.011,1,-0.5,-0.5,-0.5,0,0
115,2.87653,121.882,1,-0.423009,-0.423009,-0.423009,0,0
116,2.90607,121.767,1,-0.5,-0.5,-0.5,0,0
117,2.93491,121.761,1,-0.497945,-0.497945,-0.497945,0,0
118,2.96315,121.743,1,-0.472973,-0.472973,-0.472973,0,0
119,2.99217,121.683,1,-0.402439,-0.402439,-0.402439,0,0
120,3.02041,121.633,1,-0.466667,-0.466667,-0.466667,0,0
121,3.04896,121.606,1,-0.469697,-0.469697,-0.469697,0,0
122,3.07784,121.366,1,-0.552817,-0.552817,-0.552817,0,0
123,3.1067,121.261,1,-0.442231,-0.442231,-0.442231,0,0
124,3.13591,121.101,1,-0.496933,-0.496933,-0.496933,0,0
125,3.16556,120.982,1,-0.446721,-0.446721,-0.446721,0,0
126,3.19479,120.982,1,-0.446721,-0.446721,-0.446721,0,0
127,3.22567,120.833,1,-0.384615,-0.384615,-0.384615,0,0
128,3.25377,120.794,1,-0.372549,-0.372549,-0.372549,0,0
129,3.28311,120.679,1,-0.434911,-0.434911,-0.434911,0,0
130,3.31274,120.625,1,-0.564732,-0.564732,-0.564732,0,0
131,3.34213,120.593,1,-0.622549,-0.622549,-0.622549,0,0
132,3.37142,120.348,1,-0.780045,-0.780045,-0.780045,0,0
133,3.40086,120.031,1,-0.468531,-0.468531,-0.468531,0,0
134,3.43111,120.014,1,-0.475269,-0.475269,-0.475269,0,0
135,3.46139,120.013,1,-0.43605,-0.43605,-0.43605,0,0
136,3.49052,120.013,1,-0.43605,-0.43605,-0.43605,0,0
137,3.52025,119.867,1,-0.427543,-0.427543,-0.427543,0,0
138,3.55202,119.867,1,-0.427093,-0.427093,-0.427093,0,0
139,3.58371,119.839,1,-0.470117,-0.470117,-0.470117,0,0
140,3.61435,119.829,1,-0.382609,-0.382609,-0.382609,0,0
141,3.64376,119.816,1,-0.407098,-0.407098,-0.407098,0,0
142,3.67436,119.816,1,-0.707864,-0.707864,-0.707864,0,0
143,3.7049,119.816,1,-0.550407,-0.550407,-0.550407,0,0
144,3.73493,119.807,1,-0.457983,-0.457983,-0.457983,0,0
145,3.76524,119.689,1,-0.37541,-0.37541,-0.37541,0,0
146,3.79691,119.689,1,-0.560216,-0.560216,-0.560216,0,0
147,3.82739,119.568,1,-0.582418,-0.582418,-0.582418,0,0
148,3.85763,119.442,1,-0.52932,-0.52932,-0.52932,0,0
149,3.88803,119.322,1,-0.473913,-0.473913,-0.473913,0,0
150,3.91874,119.322,1,-0.413406,-0.413406,-0.413406,0,0
151,3.95104,119.291,1,-0.531873,-0.531873,-0.531873,0,0
152,3.9819,119.282,1,-0.43367,-0.43367,-0.43367,0,0
153,4.01322,119.263,1,-0.415418,-0.415418,-0.415418,0,0
154,4.04476,119.122,1,-0.765487,-0.765487,-0.765487,0,0
155,4.07509,119.1,1,-0.504599,-0.504599,-0.504599,0,0
156,4.10668,119.093,1,-0.539863,-0.539863,-0.539863,0,0
157,4.13848,119.062,1,-0.626794,-0.626794,-0.626794,0,0
158,4.17008,118.96,1,-0.459538,-0.459538,-0.459538,0,0
159,4.20168,118.923,1,-0.414803,-0.414803,-0.414803,0,0
160,4.23314,118.904,1,-0.373531,-0.373531,-0.373531,0,0
161,4.2646,118.885,1,-0.384615,-0.384615,-0.384615,0,0
162,4.29622,118.855,1,-0.471074,-0.471074,-0.471074,0,0
163,4.3275,118.836,1,-0.316865,-0.316865,-0.316865,0,0
164,4.3602,118.833,1,-0.333333,-0.333333,-0.333333,0,0
165,4.39168,118.818,1,-0.287879,-0.287879,-0.287879,0,0
166,4.42475,118.796,1,-0.275,-0.275,-0.275,0,0
167,4.45657,118.787,1,-0.333333,-0.333333,-0.333333,0,0
168,4.48824,118.771,1,-0.304348,-0.304348,-0.304348,0,0
169,4.52016,118.69,1,-0.261905,-0.261905,-0.261905,0,0
170,4.55285,118.62,1,-0.350299,-0.350299,-0.350299,0,0
171,4.58425,118.567,1,-0.452381,-0.452381,-0.452381,0,0
172,4.61663,118.563,1,-0.426686,-0.426686,-0.426686,0,0
173,4.64919,118.537,1,-0.360627,-0.360627,-0.360627,0,0
174,4.68166,118.521,1,-0.485866,-0.485866,-0.485866,0,0
175,4.71412,118.367,1,-0.321101,-0.321101,-0.321101,0,0
176,4.7466,118.32,1,-0.310345,-0.310345,-0.310345,0,0
177,4.77919,118.315,1,-0.287729,-0.287729,-0.287729,0,0
178,4.81283,118.221,1,-0.255887,-0.255887,-0.255887,0,0
179,4.84518,118.028,1,-0.376404,-0.376404,-0.376404,0,0
180,4.87784,118.028,1,-0.477528,-0.477528,-0.477528,0,0
181,4.91038,118.024,1,-0.308958,-0.308958,-0.308958,0,0
182,4.9431,118,0,0,0,0,0,0
